,Name,Base_Salary,HRA,Bonus,Deductions,Gross_Salary,Net_Salary
464,Employee_464,1709507,19214,7206,8947,1735927,1521966.1
465,Employee_465,1840160,20019,1180,2707,1861359,1616250.0
466,Employee_466,1547352,16465,9031,3354,1572848,1412579.1
467,Employee_467,2781455,18970,1962,3916,2802387,2273445.9
468,Employee_468,338435,26112,5438,1914,369985,365877.35
469,Employee_469,1978161,20487,977,6554,1999625,1709329.6
470,Employee_470,284468,14680,5578,3357,304726,301369.0
471,Employee_471,2370591,25718,4038,6490,2400347,1991468.3
472,Employee_472,1819701,17940,3869,7854,1841510,1596585.0
473,Employee_473,246143,26247,6904,4849,279294,274445.0
474,Employee_474,2315957,22736,1472,7855,2340165,1947081.3
475,Employee_475,1615440,28141,6720,6590,1650301,1467063.0
476,Employee_476,1097550,11232,5573,7595,1114355,1041291.55
477,Employee_477,1865981,12199,5520,4446,1883700,1627803.7
478,Employee_478,2522088,29642,2009,7278,2553739,2099231.9
479,Employee_479,767981,11628,872,6879,780481,746716.7
480,Employee_480,1999218,19752,9495,6049,2028465,1729802.1
481,Employee_481,2004052,10612,215,3322,2014879,1720276.9
482,Employee_482,2245886,24770,910,2958,2271566,1904569.2
483,Employee_483,1918355,14115,7275,3057,1939745,1668999.0
484,Employee_484,579281,28735,3720,7435,611736,590150.95
485,Employee_485,206800,12755,4956,2328,224511,222183.0
486,Employee_486,2013507,22981,4157,1406,2040645,1743939.8
487,Employee_487,802135,26032,4684,4551,832851,797618.1
488,Employee_488,2207745,24024,3808,9952,2235577,1872159.1
489,Employee_489,1936791,29293,9765,7804,1975849,1694078.2
490,Employee_490,912478,11968,7707,7962,932153,882172.5
491,Employee_491,1491097,28118,2067,8393,1521282,1374256.2
492,Employee_492,1296727,16042,9373,1821,1322142,1219101.0
493,Employee_493,924402,20045,722,7781,945169,894875.6
494,Employee_494,319816,26502,5103,4627,351421,345548.05
495,Employee_495,800743,21851,3219,7531,825813,787885.8
496,Employee_496,2901031,29170,5619,2461,2935820,2371364.0
497,Employee_497,1348824,14299,1738,3891,1364861,1250857.6
498,Employee_498,2132762,26761,7107,6854,2166630,1827815.3
499,Employee_499,542794,20108,7022,3661,569924,553772.2
500,Employee_500,605651,10045,7174,4827,622870,602401.75
501,Employee_501,1346721,27808,3762,9692,1378291,1258502.4
502,Employee_502,236763,23299,6365,2015,266427,264412.0
503,Employee_503,2606759,27282,4850,1395,2638891,2164013.3
504,Employee_504,2298275,18740,6740,7782,2323755,1934468.5
505,Employee_505,358080,17368,8512,6479,383960,374151.4
506,Employee_506,654644,13269,6428,7256,674341,649031.4
507,Employee_507,1972363,17538,7354,7300,1997255,1706039.9
508,Employee_508,2775345,17998,3995,5649,2797338,2267887.0
509,Employee_509,2277898,13197,7458,4706,2298553,1918240.2
510,Employee_510,2706290,21543,6321,5493,2734154,2224877.7
511,Employee_511,1019291,17759,909,9762,1037959,975167.0
512,Employee_512,1048534,25318,9267,4697,1083119,1019751.85
513,Employee_513,1181669,19470,7654,5093,1208793,1125301.55
514,Employee_514,317709,19314,5858,5238,342881,336464.65
515,Employee_515,1224061,27082,8595,8480,1259738,1164726.8
516,Employee_516,2409772,28186,4548,2771,2442506,2025439.0
517,Employee_517,458371,16689,8833,6606,483893,468926.8
518,Employee_518,2752503,10966,1586,7384,2765055,2241444.3
519,Employee_519,2870111,21749,9362,2167,2901222,2345213.1
520,Employee_520,693592,19345,1922,5759,714859,689324.3
521,Employee_521,543896,26845,3181,2287,573922,559281.15
522,Employee_522,2350648,26710,2974,7086,2380332,1977159.4
523,Employee_523,1312658,17820,7478,1559,1337956,1232369.8
524,Employee_524,798988,26658,1498,4536,827144,792559.4
525,Employee_525,2563760,20829,7982,2216,2592571,2128832.4
526,Employee_526,1185299,18273,4687,2736,1208259,1127025.1
527,Employee_527,1327960,24805,5992,4959,1358757,1247007.6
528,Employee_528,2377525,28718,4446,5152,2410689,2000945.7
529,Employee_529,542704,17457,2719,8134,562880,542474.85
530,Employee_530,2761362,15758,5886,1831,2783006,2261000.6
531,Employee_531,2330090,14982,8670,1593,2353742,1960521.0
532,Employee_532,967703,23214,6634,5150,997551,944967.3
533,Employee_533,2717144,21357,1139,2734,2739640,2231421.1
534,Employee_534,783009,28924,7235,7794,819168,782349.6
535,Employee_535,2362186,15800,8310,1083,2386296,1984064.2
536,Employee_536,925345,17041,2201,7789,944587,894043.4
537,Employee_537,2661574,11409,1281,5491,2674264,2179916.5
538,Employee_538,1261250,24977,5191,7510,1291418,1190619.8
539,Employee_539,1143317,11695,4821,4781,1159833,1082831.3
540,Employee_540,1702134,27837,3674,8801,1733645,1523101.6
541,Employee_541,2073987,13608,8471,8100,2096066,1773228.6
542,Employee_542,1521403,13085,5000,7087,1539488,1384480.1
543,Employee_543,2017345,24001,2985,3133,2044331,1745099.0
544,Employee_544,2702934,27787,9327,5303,2740048,2231066.7
545,Employee_545,1690138,15992,5788,2357,1711918,1510783.2
546,Employee_546,2592143,15996,1174,5983,2609313,2135334.9
547,Employee_547,659940,28000,8036,2430,695976,675147.2
548,Employee_548,551019,25208,8562,8074,584789,563735.95
549,Employee_549,2194404,13142,4377,6243,2211923,1856045.7
550,Employee_550,2371454,16000,1614,8917,2389068,1978230.6
551,Employee_551,2046970,15623,1880,9558,2064473,1750260.0
552,Employee_552,438975,12796,2460,8420,454231,438739.25
553,Employee_553,1647768,26280,7755,8067,1681803,1487079.1
554,Employee_554,1138603,28208,3437,9212,1170248,1089730.0
555,Employee_555,1979655,28841,5209,3868,2013705,1724377.8
556,Employee_556,2914313,10894,9408,7332,2934615,2360166.7
557,Employee_557,1726325,25911,3373,7697,1755609,1539002.6
558,Employee_558,1135447,11415,3801,5343,1150663,1074432.8
559,Employee_559,652117,27003,6440,6588,685560,661044.15
560,Employee_560,2663038,20521,9844,6155,2693403,2195383.4
561,Employee_561,1861101,23316,6026,3793,1890443,1636511.9
562,Employee_562,2405677,22646,1641,5678,2429964,2012090.6
563,Employee_563,1906039,28452,2800,9038,1937291,1665601.3
564,Employee_564,2004219,15518,8385,4303,2028122,1730037.8
565,Employee_565,1930558,13942,7071,2368,1951571,1677914.3
566,Employee_566,608496,24017,9020,9791,641533,615866.2
567,Employee_567,2645254,17475,3799,1152,2666528,2180660.1
568,Employee_568,1460403,16395,5731,1458,1482529,1347844.2
569,Employee_569,1072485,24827,4758,9862,1102070,1030621.55
570,Employee_570,1360542,15496,8529,3678,1384567,1267074.8
571,Employee_571,2268505,23892,2633,7350,2295030,1916338.6
572,Employee_572,1924828,11087,9439,1634,1945354,1673439.9
573,Employee_573,1845635,25244,1973,3680,1872852,1624889.6
574,Employee_574,2187828,28324,6302,4697,2222454,1869518.0
575,Employee_575,2478120,29587,2542,7805,2510249,2068245.4
576,Employee_576,1415887,26592,2239,9819,1444718,1311273.8
577,Employee_577,1357647,22761,9378,6141,1389786,1270240.0
578,Employee_578,2279960,16729,2981,1619,2299670,1923168.7
579,Employee_579,880649,25202,2067,5144,907918,864502.4
580,Employee_580,2221194,25593,1421,6465,2248208,1884958.5
581,Employee_581,1333396,19657,2154,5490,1355207,1242607.0
582,Employee_582,329317,10100,1628,4254,341045,335243.75
583,Employee_583,216420,20534,6352,7052,243306,236254.0
584,Employee_584,2347786,14768,8383,9449,2370937,1964637.3
585,Employee_585,175307,24253,9112,1522,208672,207150.0
586,Employee_586,849685,10114,6812,2211,866611,828750.3
587,Employee_587,1085987,18862,1980,9379,1106829,1034254.95
588,Employee_588,2379359,19509,4989,8857,2403857,1989695.6
589,Employee_589,469709,13929,9747,3887,493385,480525.2
590,Employee_590,2698004,20735,8407,6871,2727146,2218351.7
591,Employee_591,1312442,24854,4931,8724,1342227,1230028.4
592,Employee_592,918634,22263,1341,3038,942238,897202.5
593,Employee_593,2020025,19458,4167,5407,2043650,1740985.4
594,Employee_594,2547511,25033,5272,3653,2577816,2118328.1
595,Employee_595,466431,19921,4949,3024,491301,479708.0
596,Employee_596,482898,12498,4199,1649,499595,488591.15
597,Employee_597,1559220,25721,8742,1415,1593683,1431879.4
598,Employee_598,1125476,28124,1039,4978,1154639,1080683.75
599,Employee_599,1346396,15154,539,2299,1362089,1250403.0
600,Employee_600,1821998,24524,2792,3355,1849314,1608522.0
601,Employee_601,846236,21438,3082,1907,870756,833917.2
602,Employee_602,1908195,11900,5811,1469,1925906,1660235.2
603,Employee_603,1744495,27016,1897,3750,1773408,1555740.4
604,Employee_604,2675200,28291,8705,7942,2712196,2209082.5
605,Employee_605,1757519,21716,2154,1773,1781389,1561714.1
606,Employee_606,791546,20287,3477,6898,815310,778909.7
607,Employee_607,1211046,24361,5309,2382,1240716,1155063.0
608,Employee_608,436126,23932,1408,1167,461466,453422.3
609,Employee_609,2064931,21744,7789,6553,2094464,1776095.0
610,Employee_610,1472815,27061,7766,7092,1507642,1364433.8
611,Employee_611,2884107,10776,861,4176,2895744,2336077.6
612,Employee_612,2252374,10195,8970,6082,2271539,1897053.8
613,Employee_613,1385433,12026,5758,8747,1403217,1276231.8
614,Employee_614,1631754,24209,1762,1268,1657725,1476402.2
615,Employee_615,828590,29151,5946,8611,863687,821622.4
616,Employee_616,1096352,16044,8078,8073,1120474,1046736.5
617,Employee_617,204520,20658,577,7087,225755,218668.0
618,Employee_618,1455469,12685,5465,6899,1473619,1334533.2
619,Employee_619,911697,27860,5968,8282,945525,895476.5
620,Employee_620,201657,10289,7905,1657,219851,218194.0
621,Employee_621,492085,23170,8512,4124,523767,509613.15
622,Employee_622,382452,24338,9183,2914,415973,408477.25
623,Employee_623,2341980,14191,188,8656,2356359,1955052.6
624,Employee_624,821656,29437,483,3820,851576,815542.1
625,Employee_625,2684639,12194,9738,4178,2706571,2204079.9
626,Employee_626,2579641,21641,5938,6947,2607220,2134599.3
627,Employee_627,1995514,25064,230,2103,2020808,1729981.8
628,Employee_628,1169647,14376,490,5973,1184513,1103019.45
629,Employee_629,1237270,29232,8662,2879,1275164,1183098.6
630,Employee_630,2127486,18823,4651,5125,2150960,1816193.9
631,Employee_631,1565777,13424,4208,2367,1583409,1420046.5
632,Employee_632,487888,27982,2360,9451,518230,499266.6
633,Employee_633,1897560,21479,7241,6736,1926280,1658103.7
634,Employee_634,1949645,25731,9447,5820,1984823,1701275.4
635,Employee_635,2709319,27121,624,3135,2737064,2230946.1
636,Employee_636,1886648,27162,2842,1686,1916652,1658119.0
637,Employee_637,2845107,27015,5932,7759,2878054,2324983.3
638,Employee_638,2876312,27050,3565,7289,2906927,2345674.9
639,Employee_639,376851,24602,7732,6959,409185,397996.85
640,Employee_640,1290698,17928,4897,3608,1313523,1210796.0
641,Employee_641,930759,29487,2414,4856,962660,914486.7
642,Employee_642,706812,27960,9878,9034,744650,713947.0
643,Employee_643,808749,22788,2806,3317,834343,799870.5
644,Employee_644,833075,20599,1586,7341,855260,814452.9
645,Employee_645,1648325,13818,2119,7715,1664262,1471413.8
646,Employee_646,1978291,11174,6166,7997,1995631,1702296.9
647,Employee_647,1638331,12202,2621,9121,1653154,1461747.4
648,Employee_648,2999686,12046,4696,8775,3016428,2416338.4
649,Employee_649,126432,16968,899,7317,144299,136982.0
650,Employee_650,1471458,18119,4363,4788,1493940,1353987.8
651,Employee_651,1870754,24074,3520,3938,1898348,1642127.8
652,Employee_652,1992292,26120,7707,4306,2026119,1731813.3
653,Employee_653,581532,26899,5935,3319,614366,596673.65
654,Employee_654,1725298,17192,4709,1906,1747199,1536290.9
655,Employee_655,547664,26482,1735,6478,575881,556933.05
656,Employee_656,2852544,21791,9219,6409,2883554,2328616.1
657,Employee_657,2785831,16703,3022,3307,2805556,2275593.1
658,Employee_658,1912168,24143,5236,9469,1941547,1666856.8
659,Employee_659,930742,23898,2841,7417,957481,906705.7
660,Employee_660,1444108,22499,7662,1987,1474269,1341928.0
661,Employee_661,2182554,18012,1505,5752,2202071,1851101.3
662,Employee_662,161981,29127,1981,3121,193089,189968.0
663,Employee_663,2263069,13468,6541,4448,2283078,1907747.0
664,Employee_664,440152,28900,1564,6356,470616,457174.2
665,Employee_665,1379064,20173,5810,3400,1405047,1284672.2
666,Employee_666,2852046,17748,9231,9389,2879025,2321252.9
667,Employee_667,2885834,24754,9350,1428,2919938,2359954.8
668,Employee_668,2410400,27980,4108,8581,2442488,2019554.6
669,Employee_669,2380148,25670,7620,8980,2413438,1998127.6
670,Employee_670,1106032,13281,767,5334,1120080,1048726.15
671,Employee_671,2951530,14402,393,8346,2966325,2382402.1
672,Employee_672,383332,26180,1302,1610,410814,404972.3
673,Employee_673,437514,14960,8763,3354,461237,450569.15
674,Employee_674,1399396,12983,8781,3689,1421160,1295835.6
675,Employee_675,1373624,29204,2012,3154,1404840,1286558.8
676,Employee_676,1566565,17495,7572,4244,1591632,1425146.9
677,Employee_677,1715374,15361,7087,1339,1737822,1529744.7
678,Employee_678,908734,16908,5573,7509,931215,882275.3
679,Employee_679,2869176,19720,2426,5962,2891322,2333879.4
680,Employee_680,558923,22315,7278,5529,588516,569676.95
681,Employee_681,2581982,29162,5310,1651,2616454,2148615.4
682,Employee_682,723455,10651,9919,5595,744025,715092.6
683,Employee_683,2333026,23773,1025,7531,2357824,1960077.7
684,Employee_684,1428612,27853,8765,5245,1465230,1332509.6
685,Employee_685,1696018,11602,2274,3516,1709894,1506890.4
686,Employee_686,797277,12533,4176,8635,813986,775205.7
687,Employee_687,2158249,19161,1442,5897,2178852,1835047.7
688,Employee_688,2655330,10089,72,9299,2665491,2169571.4
689,Employee_689,1828956,21809,2022,9417,1852787,1604076.6
690,Employee_690,2894848,14568,1269,5383,2910685,2346466.9
691,Employee_691,539285,20120,4273,7560,563678,543940.1
692,Employee_692,2149191,22919,4804,6714,2176914,1834001.5
693,Employee_693,2948219,15883,3794,9414,2967896,2382878.1
694,Employee_694,2044520,22652,737,6292,2067909,1758039.9
695,Employee_695,2506316,25938,2371,5103,2534625,2086915.9
696,Employee_696,1475075,17592,6703,4569,1499370,1358445.4
697,Employee_697,1980872,26956,150,4524,2007978,1719147.4
698,Employee_698,2951389,17320,5431,9035,2974140,2388059.0
699,Employee_699,2217565,18459,764,1908,2236788,1879381.3
700,Employee_700,1896832,29087,7436,6102,1933355,1665972.6
701,Employee_701,551808,27674,5613,5792,585095,566431.95
702,Employee_702,160857,18729,6247,9084,185833,176749.0
703,Employee_703,2851039,26918,8071,8863,2886028,2329432.0
704,Employee_704,422529,21376,205,5879,444110,432094.3
705,Employee_705,466515,29263,2737,1376,498515,488676.4
706,Employee_706,1281694,11451,7113,1555,1300258,1200941.6
707,Employee_707,370136,17905,97,5959,388138,378667.35
708,Employee_708,617266,13221,6403,8424,636890,612282.55
709,Employee_709,882950,10141,1110,1957,894201,853838.0
710,Employee_710,470558,28838,9629,1233,509025,498782.65
711,Employee_711,512270,29691,5225,5080,547186,531231.25
712,Employee_712,2115557,19289,5677,4305,2140523,1809847.8
713,Employee_713,519347,18232,6232,5254,543811,527278.05
714,Employee_714,1519442,11107,9392,5397,1539941,1385893.8
715,Employee_715,2768639,11800,3318,9128,2783757,2253041.9
716,Employee_716,2591108,12499,1659,9070,2605266,2128365.9
717,Employee_717,350696,21037,5240,3193,376973,370983.2
718,Employee_718,1599117,26109,2056,8679,1627282,1448251.1
719,Employee_719,685882,27219,791,1502,713892,693056.35
720,Employee_720,2550005,28658,7656,2421,2586319,2126599.7
721,Employee_721,2915076,24914,5625,7047,2945615,2372357.7
722,Employee_722,1793904,20758,4830,2260,1819492,1587611.8
723,Employee_723,1060590,19076,6259,1993,1085925,1023904.65
724,Employee_724,737150,16844,7184,8784,761178,727960.6
725,Employee_725,252180,13843,4890,3010,270913,267903.0
726,Employee_726,582627,11576,2028,9640,596231,572358.25
727,Employee_727,673051,12049,6432,5454,691532,667103.85
728,Employee_728,2989048,11634,9273,7433,3009955,2413025.7
729,Employee_729,945978,27337,1003,3841,974318,925778.9
730,Employee_730,1044717,11023,3234,9069,1058974,992712.35
731,Employee_731,2391380,24608,609,8949,2416597,2000051.3
732,Employee_732,2429053,14890,8728,2490,2452671,2028846.7
733,Employee_733,2869340,28563,7166,2511,2905069,2349606.2
734,Employee_734,1006437,15209,4786,3383,1026432,971365.55
735,Employee_735,158505,23563,2957,5162,185025,179863.0
736,Employee_736,2004263,25653,4514,2899,2034430,1738897.9
737,Employee_737,1866930,28754,2302,4754,1897986,1642462.4
738,Employee_738,1163671,10287,1494,5555,1175452,1095122.25
739,Employee_739,2381960,17650,3192,9792,2402802,1987464.4
740,Employee_740,634223,15557,899,5892,650679,628030.9
741,Employee_741,2607111,16999,7220,3602,2631330,2153428.7
742,Employee_742,2603128,28649,9749,5646,2641526,2162016.9
743,Employee_743,1458512,24210,9357,1317,1492079,1357188.2
744,Employee_744,295138,14107,4565,6435,313810,307375.0
745,Employee_745,2559180,13922,4232,8529,2577334,2109781.4
746,Employee_746,448115,22504,2725,6591,473344,459211.0
747,Employee_747,203369,26598,7314,7442,237281,229839.0
748,Employee_748,1052264,15951,7598,6450,1075813,1010383.7
749,Employee_749,982704,29430,98,8387,1012232,955564.8
750,Employee_750,2111709,20356,463,3476,2132528,1805400.4
751,Employee_751,2104093,11553,4973,9198,2120619,1788701.2
752,Employee_752,2216216,17453,835,3613,2234504,1875775.7
753,Employee_753,2987349,12624,1811,5571,3001784,2409465.0
754,Employee_754,2050852,29682,6763,1735,2087297,1778277.5
755,Employee_755,2260522,27552,9773,9214,2297847,1917544.5
756,Employee_756,1776555,12827,2092,4419,1791474,1563460.9
757,Employee_757,198826,26672,8827,8510,234325,225815.0
758,Employee_758,292310,10642,6589,5982,309541,303559.0
759,Employee_759,929426,15760,9903,6696,955089,904460.1
760,Employee_760,344085,17563,9337,7742,370985,360571.9
761,Employee_761,910014,28248,5091,6211,943353,895631.5
762,Employee_762,963835,20024,9457,5604,993316,940382.8
763,Employee_763,1099874,27821,2981,6201,1130676,1059046.75
764,Employee_764,1150938,25968,9969,3641,1186875,1109097.95
765,Employee_765,2999626,21387,8866,3222,3029879,2434109.4
766,Employee_766,2888380,22559,4141,2982,2915080,2354341.7
767,Employee_767,2071091,19095,3629,6594,2093815,1774805.0
768,Employee_768,1041050,29366,4487,6243,1074903,1011829.45
769,Employee_769,817345,12354,1474,6352,831173,792939.1
770,Employee_770,1549342,15275,6210,7500,1570827,1406661.4
771,Employee_771,2313184,22951,6838,7050,2342973,1949916.4
772,Employee_772,1774170,29807,8568,2228,1812545,1585495.6
773,Employee_773,1763523,11556,8339,2423,1783418,1559436.4
774,Employee_774,891176,11322,4752,9440,907250,858217.2
775,Employee_775,174585,28567,3866,8317,207018,198701.0
776,Employee_776,977201,20166,8826,9666,1006193,947924.3
777,Employee_777,1517081,24811,3701,2711,1545593,1396647.4
778,Employee_778,1074968,20776,1356,5497,1097100,1030154.4
779,Employee_779,817747,26920,7393,8039,852060,811507.0
780,Employee_780,499825,22968,406,9291,523199,503896.45
781,Employee_781,1505006,17057,7106,4379,1529169,1381156.4
782,Employee_782,1663785,14253,5533,3011,1683571,1489764.6
783,Employee_783,2915376,17082,5462,9279,2937920,2362389.6
784,Employee_784,774615,26817,4441,4856,805873,773111.4
785,Employee_785,2415798,15851,4057,6572,2435706,2013177.5
786,Employee_786,1222534,12460,5116,7055,1240110,1147525.0
787,Employee_787,1648851,26637,6507,8083,1681995,1487304.6
788,Employee_788,1079817,28976,8536,7292,1117329,1046784.05
789,Employee_789,1105439,16977,2303,4421,1124719,1054136.7
790,Employee_790,133889,20336,2768,1200,156993,155793.0
791,Employee_791,1194487,16349,5819,1006,1216655,1135587.8
792,Employee_792,547188,10795,4224,6785,562207,542851.4
793,Employee_793,420021,14719,520,8470,435260,420762.95
794,Employee_794,2218097,16383,3916,2824,2238396,1878968.1
795,Employee_795,2298432,24360,9696,3011,2332488,1947038.6
796,Employee_796,1690685,16092,8652,1212,1715429,1514415.9
797,Employee_797,1671274,26988,7537,1855,1705799,1510300.7
798,Employee_798,2109011,19353,7845,6944,2136209,1804208.2
799,Employee_799,2922848,22252,7468,3102,2952568,2380371.2
800,Employee_800,103612,14429,1974,8677,120015,111338.0
801,Employee_801,2302656,14912,5145,2471,2322713,1937901.7
802,Employee_802,821981,21116,6154,1217,849251,815220.5
803,Employee_803,2502954,18887,1591,9528,2523432,2072540.5
804,Employee_804,1601874,27637,1180,5100,1630691,1454674.8
805,Employee_805,2561281,11528,6422,4123,2579231,2114797.1
806,Employee_806,2810576,12198,8969,1088,2831743,2294791.5
807,Employee_807,923242,18388,6393,6372,948023,898687.5
808,Employee_808,1820628,22561,1748,7195,1844937,1601029.2
809,Employee_809,1847510,12448,2434,3327,1862392,1614081.8
810,Employee_810,575860,22072,2924,6096,600856,580820.8
811,Employee_811,1097924,14835,2328,7495,1115087,1042554.2
812,Employee_812,1324577,22209,2406,7672,1349192,1236123.4
813,Employee_813,1472576,12497,4774,1145,1489847,1353232.0
814,Employee_814,2870125,10938,2012,2049,2883075,2329384.9
815,Employee_815,724656,27039,5284,5156,756979,728829.0
816,Employee_816,2986785,19699,8652,9103,3015136,2417401.9
817,Employee_817,386949,29354,4361,8884,420664,407214.5
818,Employee_818,2525962,11697,5754,8605,2543413,2085293.2
819,Employee_819,730227,15854,522,3833,746603,719695.1
820,Employee_820,1586539,20299,1824,5373,1608662,1436780.1
821,Employee_821,612314,11103,7445,5405,630862,609469.05
822,Employee_822,2971160,21720,5818,6065,2998698,2409539.6
823,Employee_823,2176264,18472,6752,1401,2201488,1855182.2
824,Employee_824,1465907,20195,3628,9540,1489730,1346283.0
825,Employee_825,2912720,28620,9985,7878,2951325,2376635.5
826,Employee_826,414596,27176,3412,5457,445184,433826.6
827,Employee_827,2278309,13264,7949,5907,2299522,1917737.6
828,Employee_828,2011568,10338,1489,9882,2023395,1719595.9
829,Employee_829,2551883,27766,1047,5925,2580696,2118892.0
830,Employee_830,1619486,16169,1736,5205,1637391,1455819.4
831,Employee_831,2579463,13579,5989,4711,2599031,2128684.4
832,Employee_832,1603027,10312,831,3788,1614170,1439224.6
833,Employee_833,857611,18841,8480,2126,884932,846196.9
834,Employee_834,1166166,25174,7816,7069,1199156,1115989.7
835,Employee_835,1246484,10925,1673,4099,1259082,1165351.6
836,Employee_836,629153,24773,8128,9572,662054,635617.95
837,Employee_837,2744655,18297,5353,4139,2768305,2249163.6
838,Employee_838,2483869,14258,9384,6642,2507511,2062893.1
839,Employee_839,694870,18749,9156,8589,722775,693783.4
840,Employee_840,1039527,15648,6237,9053,1061412,995494.4
841,Employee_841,866043,12483,5697,1640,884223,845409.0
842,Employee_842,2134533,22288,9687,3709,2166508,1829533.0
843,Employee_843,2249342,29753,5911,9015,2285006,1909415.1
844,Employee_844,881111,20152,6600,2686,907863,866405.9
845,Employee_845,230739,18731,6323,2720,255793,253073.0
846,Employee_846,2434360,23728,800,1582,2458888,2036758.0
847,Employee_847,2931800,19686,3042,9994,2954528,2374081.4
848,Employee_848,635236,25722,1633,2711,662591,643036.55
849,Employee_849,796238,25069,9561,9376,830868,790912.1
850,Employee_850,256357,16327,1569,9837,274253,264416.0
851,Employee_851,2588551,29171,6009,3218,2623731,2152145.0
852,Employee_852,1891302,10474,1956,1205,1903732,1644549.6
853,Employee_853,229122,23376,8795,3372,261293,257921.0
854,Employee_854,1384466,28914,4617,5177,1417997,1295003.4
855,Employee_855,2208757,27211,3847,1650,2239815,1884383.8
856,Employee_856,1748993,25095,4380,6606,1778468,1555850.1
857,Employee_857,596807,26840,1038,7503,624685,602289.75
858,Employee_858,1048912,13617,7269,1022,1069798,1010348.85
859,Employee_859,2255182,26655,4492,2332,2286329,1916094.8
860,Employee_860,1774248,21480,8472,3738,1804200,1575646.0
861,Employee_861,1902162,16637,994,8959,1919793,1649887.2
862,Employee_862,1274346,10328,4155,9832,1288829,1183296.8
863,Employee_863,2404463,18019,911,4220,2423393,2007560.8
864,Employee_864,2984101,28573,3191,8973,3015865,2420704.4
865,Employee_865,1151334,13034,9319,3121,1173687,1096468.05
866,Employee_866,2173476,15124,9546,6254,2198146,1846985.4
867,Employee_867,899861,26443,8104,3734,934408,889877.5
868,Employee_868,1130508,11902,7431,8588,1149841,1070562.15
869,Employee_869,459200,11310,2134,7926,472644,456651.3
870,Employee_870,935442,29134,6809,4506,971385,922653.9
871,Employee_871,387656,15444,9096,3303,412196,404055.4
872,Employee_872,2162035,26872,5397,9879,2194304,1844195.4
873,Employee_873,407553,25105,7988,5878,440646,428990.95
874,Employee_874,1920896,13280,9526,9295,1943702,1665280.4
875,Employee_875,1054484,22875,3467,6684,1080826,1015449.35
876,Employee_876,1635307,25354,387,2336,1661048,1478003.8
877,Employee_877,177009,15753,6481,8346,199243,190897.0
878,Employee_878,1200195,18994,3850,6939,1223039,1135291.0
879,Employee_879,2260218,17881,3968,9135,2282067,1903676.2
880,Employee_880,2490204,13292,5546,5960,2509042,2064357.0
881,Employee_881,2173751,28432,9700,5834,2211883,1861013.7
882,Employee_882,2886430,22548,9646,7399,2918624,2352402.2
883,Employee_883,2847278,10701,3122,4675,2861101,2311306.0
884,Employee_884,2081701,28432,128,2170,2110261,1793542.3
885,Employee_885,2631862,16337,5255,8811,2653454,2163507.9
886,Employee_886,2317237,28124,7324,4820,2352685,1960496.7
887,Employee_887,134761,21068,5702,9465,161531,152066.0
888,Employee_888,2151441,29576,9778,2937,2190795,1849492.3
889,Employee_889,629060,28282,3952,4552,661294,640091.4
890,Employee_890,1878407,28510,8346,6992,1915263,1652245.1
891,Employee_891,334286,21769,9698,4718,365753,358835.8
892,Employee_892,941946,29234,9013,7168,980193,927929.1
893,Employee_893,2372044,13064,4196,4263,2389304,1982169.0
894,Employee_894,1570464,29620,1402,2718,1601486,1437208.2
895,Employee_895,228757,10250,3049,6950,242056,235106.0
896,Employee_896,122401,14550,957,7067,137908,130841.0
897,Employee_897,1129522,26850,5231,3820,1161603,1087570.05
898,Employee_898,680334,22572,9179,1228,712085,691381.35
899,Employee_899,145375,21951,7906,3109,175232,172123.0
900,Employee_900,1195562,12784,8899,8197,1217245,1128155.8
901,Employee_901,2975073,16473,1619,3006,2993165,2407151.4
902,Employee_902,1726203,16555,948,6131,1743706,1529429.7
903,Employee_903,704736,13728,6726,7544,725190,696499.8
904,Employee_904,1349648,11524,2170,4744,1363342,1248234.4
905,Employee_905,2787652,17088,396,9074,2805136,2269647.6
906,Employee_906,2388729,10713,2491,4914,2401933,1989653.0
907,Employee_907,1255907,20092,5620,2185,1281619,1187128.6
908,Employee_908,970637,15998,2017,4892,988652,936494.6
909,Employee_909,2562115,24246,3599,1131,2589960,2129114.8
910,Employee_910,1042163,21623,7537,8824,1071323,1005044.0
911,Employee_911,2485342,23906,6387,1050,2515635,2077066.3
912,Employee_912,1659033,26505,5322,7416,1690860,1494137.5
913,Employee_913,2313702,29629,5115,1323,2348446,1961477.9
914,Employee_914,391824,26546,5651,2137,424021,417010.25
915,Employee_915,1029298,16087,5560,5221,1050945,990495.3
916,Employee_916,2993343,22808,3365,7972,3019516,2422531.6
917,Employee_917,1010821,28454,3123,9083,1042398,981223.4
918,Employee_918,2486058,18525,5790,1651,2510373,2071167.6
919,Employee_919,2400594,23312,7824,2336,2431730,2016868.6
920,Employee_920,2759021,13178,38,3409,2772237,2251110.3
921,Employee_921,172101,25720,3464,7416,201285,193869.0
922,Employee_922,2460372,28244,7234,3087,2495850,2062481.2
923,Employee_923,1717794,21937,5114,9881,1744845,1528091.6
924,Employee_924,287813,25570,4487,2885,317870,314985.0
925,Employee_925,448836,27669,7217,9629,483722,466290.35
926,Employee_926,2653453,13957,9109,5733,2676519,2182017.4
927,Employee_927,836399,11576,5605,9601,853580,809778.6
928,Employee_928,673940,29215,8852,7484,712007,685383.4
929,Employee_929,2004942,18716,5966,4412,2029624,1731939.6
